a,ə
extra,ˈɛkstrə
extract,ˈɛkˌstrækt
extraction,ɛkˈstrækʃən
extraordinary,ˌɛkstrəˈɔrdəˌnɛri
extras,ˈɛkstrəz
extreme,ɪkˈstrim
extremely,ɪkˈstrimli
eye,aɪ
eyed,aɪd
eyes,aɪz
ez,ez*
f,ɛf
fa,fa*
fabric,ˈfæbrɪk
fabrics,ˈfæbrɪks
fabulous,ˈfæbjələs
face,feɪs
faced,feɪst
faces,ˈfeɪsɪz
facial,ˈfeɪʃəl
facilitate,fəˈsɪləˌteɪt
facilities,fəˈsɪlɪtiz
facility,fəˈsɪlɪti
facing,ˈfeɪsɪŋ
fact,fækt
factor,ˈfæktər
factors,ˈfæktərz
factory,ˈfæktəri
facts,fækts
faculty,ˈfækəlti
fail,feɪl
failed,feɪld
failing,ˈfeɪlɪŋ
fails,feɪlz
failure,ˈfeɪljər
failures,ˈfeɪljərz
fair,fɛr
fairfield,ˈfɛrˌfild
fairly,ˈfɛrli
fairy,ˈfɛri
faith,feɪθ
fake,feɪk
fall,fɔl
fallen,ˈfɑlən
falling,ˈfɑlɪŋ
falls,fɔlz
FALSE,fɔls
fame,feɪm
familiar,fəˈmɪljər
families,ˈfæməliz
family,ˈfæməli
famous,ˈfeɪməs
fan,fæn
fancy,ˈfænsi
fans,fænz
fantastic,fænˈtæstɪk
fantasy,ˈfænəsi
faq,faq*
faqs,faqs*
far,fɑr
fare,fɛr
fares,fɛrz
farm,fɑrm
farmer,ˈfɑrmər
farmers,ˈfɑrmərz
farming,ˈfɑrmɪŋ
farms,fɑrmz
fascinating,ˈfæsəˌneɪtɪŋ
fashion,ˈfæʃən
fast,fæst
faster,ˈfæstər
fastest,ˈfæstəst
fat,fæt
fatal,ˈfeɪtəl
fate,feɪt
father,ˈfɑðər
fathers,ˈfɑðərz
fatty,ˈfæti
fault,fɔlt
favor,ˈfeɪvər
favorite,ˈfeɪvərɪt
favorites,ˈfeɪvərɪts
favors,ˈfeɪvərz
favour,ˈfeɪvər
favourite,ˈfeɪvərɪt
favourites,favourites*
fax,fæks
fbi,ˈɛfˈbiˈaɪ
fc,fc*
fcc,fcc*
fd,fd*
fda,fda*
fe,feɪ
fear,fɪr
fears,fɪrz
feat,fit
feature,ˈfiʧər
featured,ˈfiʧərd
features,ˈfiʧərz
featuring,ˈfiʧərɪŋ
feb,ˈfɛbjəˌwɛri
february,ˈfɛbruˌɛri
fed,fɛd
federal,ˈfɛdərəl
federation,ˌfɛdərˈeɪʃən
fee,fi
feed,fid
feedback,ˈfidˌbæk
feeding,ˈfidɪŋ
feeds,fidz
feel,fil
feeling,ˈfilɪŋ
feelings,ˈfilɪŋz
feels,filz
fees,fiz
feet,fit
fell,fɛl
fellow,ˈfɛloʊ
fellowship,ˈfɛloʊˌʃɪp
felt,fɛlt
female,ˈfiˌmeɪl
females,ˈfiˌmeɪlz
fence,fɛns
feof,feof*
ferrari,fərˈɑri
ferry,ˈfɛri
festival,ˈfɛstɪvəl
festivals,ˈfɛstɪvəlz
fetish,ˈfɛtɪʃ
fever,ˈfivər
few,fju
fewer,fjuər
ff,ff*
fg,fg*
fi,fi
fiber,ˈfaɪbər
fibre,ˈfaɪbər
fiction,ˈfɪkʃən
field,fild
fields,fildz
fifteen,ˈfɪfˈtin
fifth,fɪθ
fifty,ˈfɪfti
fig,fɪg
fight,faɪt
fighter,ˈfaɪtər
fighters,ˈfaɪtərz
fighting,ˈfaɪtɪŋ
figure,ˈfɪgjər
figured,ˈfɪgjərd
figures,ˈfɪgjərz
fiji,ˈfiʤi
file,faɪl
filed,faɪld
filename,filename*
files,faɪlz
filing,ˈfaɪlɪŋ
fill,fɪl
filled,fɪld
filling,ˈfɪlɪŋ
film,fɪlm
filme,filme*
films,fɪlmz
filter,ˈfɪltər
filtering,ˈfɪltərɪŋ
filters,ˈfɪltərz
fin,fɪn
final,ˈfaɪnəl
finally,ˈfaɪnəli
finals,ˈfaɪnəlz
finance,ˈfaɪˌnæns
finances,ˈfaɪˌnænsɪz
financial,ˌfaɪˈnænʃəl
financing,fɪˈnænsɪŋ
find,faɪnd
findarticles,findarticles*
finder,ˈfaɪndər
finding,ˈfaɪndɪŋ
findings,ˈfaɪndɪŋz
findlaw,findlaw*
finds,faɪndz
fine,faɪn
finest,ˈfaɪnəst
finger,ˈfɪŋgər
fingering,ˈfɪŋgərɪŋ
fingers,ˈfɪŋgərz
finish,ˈfɪnɪʃ
finished,ˈfɪnɪʃt
finishing,ˈfɪnɪʃɪŋ
finite,ˈfaɪˌnaɪt
finland,ˈfɪnˌlænd
finnish,ˈfɪnɪʃ
fioricet,fioricet*
fire,faɪər
fired,faɪərd
firefox,firefox*
fireplace,ˈfaɪərˌpleɪs
fires,faɪərz
firewall,ˈfaɪrwɑl
firewire,firewire*
firm,fərm
firms,fərmz
firmware,firmware*
first,fərst
fiscal,ˈfɪskəl
fish,fɪʃ
fisher,ˈfɪʃər
fisheries,ˈfɪʃəriz
fishing,ˈfɪʃɪŋ
fist,fɪst
fisting,fisting*
fit,fɪt
fitness,ˈfɪtnəs
fits,fɪts
fitted,ˈfɪtɪd
fitting,ˈfɪtɪŋ
five,faɪv
fix,fɪks
fixed,fɪkst
fixes,ˈfɪksɪz
fixtures,ˈfɪksʧərz
fl,fl*
fla,fla*
flag,flæg
flags,flægz
flame,fleɪm
flash,flæʃ
flashers,ˈflæʃərz
flashing,ˈflæʃɪŋ
flat,flæt
flavor,ˈfleɪvər
fleece,flis
fleet,flit
flesh,flɛʃ
flex,flɛks
flexibility,ˌflɛksəˈbɪləti
flexible,ˈflɛksəbəl
flickr,ˈflɪkər
flight,flaɪt
flights,flaɪts
flip,flɪp
float,floʊt
floating,ˈfloʊtɪŋ
flood,fləd
floor,flɔr
flooring,ˈflɔrɪŋ
floors,flɔrz
floppy,ˈflɑpi
floral,ˈflɔrəl
florence,ˈflɔrəns
florida,ˈflɔrɪdə
florist,ˈflɔrɪst
florists,ˈflɔrɪsts
flour,flaʊər
flow,floʊ
flower,flaʊər
flowers,flaʊərz
flows,floʊz
floyd,flɔɪd
flu,flu
fluid,fluɪd
flush,fləʃ
flux,fləks
fly,flaɪ
flyer,flaɪər
flying,flaɪɪŋ
fm,ˈɛˈfɛm
fo,fo*
foam,foʊm
focal,ˈfoʊkəl
focus,ˈfoʊkɪs
focused,ˈfoʊkɪst
focuses,ˈfoʊkɪsɪz
focusing,ˈfoʊkɪsɪŋ
fog,fɔg
fold,foʊld
folder,ˈfoʊldər
folders,ˈfoʊldərz
folding,ˈfoʊldɪŋ
folk,foʊk
folks,foʊks
follow,ˈfɑloʊ
followed,ˈfɑloʊd
following,ˈfɑloʊɪŋ
follows,ˈfɑloʊz
font,fɑnt
fonts,fɑnts
foo,fu
food,fud
foods,fudz
fool,ful
foot,fʊt
footage,ˈfʊtɪʤ
football,ˈfʊtˌbɔl
footwear,ˈfʊtˌwɛr
for,fər
forbes,fɔrbz
forbidden,ˈfɔrbɪdən
force,fɔrs
forced,fɔrst
forces,ˈfɔrsɪz
ford,fɔrd
forecast,ˈfɔrˌkæst
forecasts,ˈfɔrˌkæsts
foreign,ˈfɔrən
forest,ˈfɔrɪst
forestry,ˈfɔrəstri
forests,ˈfɔrəsts
forever,fərˈɛvər
forge,fɔrʤ
forget,fərˈgɛt
forgot,fərˈgɑt
forgotten,fərˈgɑtən
fork,fɔrk
form,fɔrm
formal,ˈfɔrməl
format,ˈfɔrˌmæt
formation,fɔrˈmeɪʃən
formats,ˈfɔrˌmæts
formatting,formatting*
formed,fɔrmd
former,ˈfɔrmər
formerly,ˈfɔrmərli
forming,ˈfɔrmɪŋ
forms,fɔrmz
formula,ˈfɔrmjələ
fort,fɔrt
forth,fɔrθ
fortune,ˈfɔrʧən
forty,ˈfɔrti
forum,ˈfɔrəm
forums,ˈfɔrəmz
forward,ˈfɔrwərd
forwarding,ˈfɔrwərdɪŋ
fossil,ˈfɑsəl
foster,ˈfɑstər
foto,foto*
fotos,fotos*
fought,fɔt
foul,faʊl
found,faʊnd
foundation,faʊnˈdeɪʃən
foundations,faʊnˈdeɪʃənz
founded,ˈfaʊndɪd
founder,ˈfaʊndər
fountain,ˈfaʊntən
four,fɔr
fourth,fɔrθ
fox,fɑks
fp,fp*
fr,fr*
fraction,ˈfrækʃən
fragrance,ˈfreɪgrəns
fragrances,ˈfreɪgrənsɪz
frame,freɪm
framed,freɪmd
frames,freɪmz
framework,ˈfreɪmˌwərk
framing,ˈfreɪmɪŋ
france,fræns
franchise,ˈfrænˌʧaɪz
francis,ˈfrænsɪs
francisco,frænˈsɪskoʊ
frank,fræŋk
frankfurt,ˈfræŋkfərt
franklin,ˈfræŋklɪn
fraser,ˈfreɪzər
fraud,frɔd
fred,frɛd
frederick,ˈfrɛdərɪk
free,fri
freebsd,freebsd*
freedom,ˈfridəm
freelance,ˈfriˌlæns
freely,ˈfrili
freeware,ˈfriˌwɛr
freeze,friz
freight,freɪt
french,frɛnʧ
frequencies,ˈfrikwənsiz
frequency,ˈfrikwənsi
frequent,ˈfrikˌwɛnt
frequently,ˈfrikwɛntli
fresh,frɛʃ
fri,fri*
friday,ˈfraɪˌdeɪ
fridge,frɪʤ
friend,frɛnd
friendly,ˈfrɛndli
friends,frɛndz
friendship,ˈfrɛndʃɪp
frog,frɑg
from,frəm
front,frənt
frontier,frənˈtɪr
frontpage,frontpage*
frost,frɔst
frozen,ˈfroʊzən
fruit,frut
fruits,fruts
fs,fs*
ft,ft*
ftp,ftp*
fu,fu
fuck,fək
fucked,fəkt
fucking,ˈfəkɪŋ
fuel,fjuəl
fuji,ˈfuʤi
fujitsu,fuˈʤɪtsu
full,fʊl
fully,ˈfʊli
fun,fən
function,ˈfəŋkʃən
functional,ˈfəŋkʃənəl
functionality,ˌfəŋkʃəˈnælɪti
functioning,ˈfəŋkʃənɪŋ
functions,ˈfəŋkʃənz
fund,fənd
fundamental,ˌfəndəˈmɛnəl
fundamentals,ˌfəndəˈmɛnəlz
funded,ˈfəndɪd
funding,ˈfəndɪŋ
fundraising,ˈfənˌdreɪsɪŋ
funds,fəndz
funeral,fˈjunərəl
funk,fəŋk
funky,ˈfəŋki
funny,ˈfəni
fur,fər
furnished,ˈfərnɪʃt
furnishings,ˈfərnɪʃɪŋz
furniture,ˈfərnɪʧər
further,ˈfərðər
furthermore,ˈfərðərˌmɔr
fusion,fˈjuʒən
future,fˈjuʧər
futures,fˈjuʧərz
fuzzy,ˈfəzi
fw,fw*
fwd,fwd*
fx,fx*
fy,fy*
g,ʤi
ga,ˈʤɔrʤə
gabriel,ˈgeɪbriəl
gadgets,ˈgæʤəts
gage,geɪʤ
gain,geɪn
gained,geɪnd
gains,geɪnz
galaxy,ˈgæləksi
gale,geɪl
galleries,ˈgæləriz
gallery,ˈgæləri
gambling,ˈgæmbəlɪŋ
game,geɪm
gamecube,gamecube*
games,geɪmz
gamespot,gamespot*
gaming,ˈgeɪmɪŋ
gamma,ˈgæmə
gang,gæŋ
gangbang,gangbang*
gap,gæp
gaps,gæps
garage,gərɑʒ
garbage,ˈgɑrbɪʤ
garcia,ˌgɑrˈsiə
garden,ˈgɑrdən
gardening,ˈgɑrdənɪŋ
gardens,ˈgɑrdənz
garlic,ˈgɑrlɪk
garmin,garmin*
gary,ˈgɛri
gas,gæs
gasoline,ˈgæsəˌlin
gate,geɪt
gates,geɪts
gateway,ˈgeɪtˌweɪ
gather,ˈgæðər
gathered,ˈgæðərd
gathering,ˈgæðərɪŋ
gauge,geɪʤ
gave,geɪv
gay,geɪ
gays,geɪz
gazette,gəˈzɛt
gb,gb*
gba,gba*
gbp,gbp*
gc,gc*
gcc,gcc*
gd,gd*
gdp,gdp*
ge,ge*
gear,gɪr
geek,gik
gel,ʤɛl
gem,ʤɛm
gen,ʤɛn
gender,ˈʤɛndər
gene,ʤin
genealogy,ˌʤiniˈɑləʤi
general,ˈʤɛnərəl
generally,ˈʤɛnərəli
generate,ˈʤɛnərˌeɪt
generated,ˈʤɛnərˌeɪtɪd
generates,ˈʤɛnərˌeɪts
generating,ˈʤɛnərˌeɪtɪŋ
generation,ˌʤɛnərˈeɪʃən
generations,ˌʤɛnərˈeɪʃənz
generator,ˈʤɛnərˌeɪtər
generators,ˈʤɛnərˌeɪtərz
generic,ʤəˈnɛrɪk
generous,ˈʤɛnərəs
genes,ʤinz
genesis,ˈʤɛnəsəs
genetic,ʤəˈnɛtɪk
genetics,ʤəˈnɛtɪks
geneva,ʤəˈnivə
genius,ˈʤinjəs
genome,ˈʤiˌnoʊm
genre,ˈʒɑnrə
genres,ˈʒɑnrəz
gentle,ˈʤɛnəl
gentleman,ˈʤɛnəlmən
gently,ˈʤɛntli
genuine,ˈʤɛnjuˌaɪn
geo,ˈʤioʊ
geographic,ˌʤiəˈgræfɪk
geographical,ˌʤiəˈgræfɪkəl
geography,ʤiˈɑgrəfi
geological,ˌʤiəˈlɑʤɪkəl
geology,ʤiˈɑləʤi
geometry,ʤiˈɑmətri
george,ʤɔrʤ
georgia,ˈʤɔrʤə
gerald,ˈʤɛrəld
german,ˈʤərmən
germany,ˈʤərməni
get,gɪt
gets,gɪts
getting,ˈgɪtɪŋ
gg,gg*
ghana,ˈgænə
ghost,goʊst
ghz,ghz*
gi,gi*
giant,ʤaɪənt
giants,ʤaɪənts
gibraltar,ʤɪˈbrɔltər
gibson,ˈgɪbsən
gif,gif*
gift,gɪft
gifts,gɪfts
gig,gɪg
gilbert,ˈgɪlbərt
girl,gərl
girlfriend,ˈgərlˌfrɛnd
girls,gərlz
gis,gis*
give,gɪv
given,ˈgɪvɪn
gives,gɪvz
giving,ˈgɪvɪŋ
gl,gl*
glad,glæd
glance,glæns
glasgow,ˈglæˌskoʊ
glass,glæs
glasses,ˈglæsɪz
glen,glɛn
glenn,glɛn
global,ˈgloʊbəl
globe,gloʊb
glory,ˈglɔri
glossary,ˈglɔsəri
gloves,gləvz
glow,gloʊ
glucose,ˈgluˌkoʊs
gm,gm*
gmbh,ˈʤiˈɛmˈbiˈeɪʧ
gmc,gmc*
gmt,gmt*
gnome,noʊm
gnu,nu
go,goʊ
goal,goʊl
goals,goʊlz
goat,goʊt
god,gɑd
gods,gɑdz
goes,goʊz
going,goʊɪŋ
gold,goʊld
golden,ˈgoʊldən
golf,gɔlf
gone,gɔn
gonna,ˈgɑnə
good,gʊd
goods,gʊdz
google,ˈgugəl
gordon,ˈgɔrdən
gore,gɔr
gorgeous,ˈgɔrʤəs
gospel,ˈgɔspəl
gossip,ˈgɑsəp
got,gɑt
gothic,ˈgɑθɪk
goto,ˈgoʊˌtu
gotta,ˈgɑtə
gotten,ˈgɔtən
gourmet,ˈgʊrˌmeɪ
gov,gəv
governance,ˈgəvərnəns
governing,ˈgəvərnɪŋ
government,ˈgəvərnmənt
governmental,ˌgəvərnˈmɛntəl
governments,ˈgəvərnmənts
governor,ˈgəvərnər
govt,govt*
gp,gp*
gpl,gpl*
gps,ˈgipiˈɛs
gr,gr*
grab,græb
grace,greɪs
grad,græd
grade,greɪd
grades,greɪdz
gradually,ˈgræʤuəli
graduate,ˈgræʤəˌweɪt
graduated,ˈgræʤəˌweɪtɪd
graduates,ˈgræʤəˌweɪts
graduation,ˌgræʤəˈweɪʃən
graham,græm
grain,greɪn
grammar,ˈgræmər
grams,græmz
grand,grænd
grande,grænd
granny,ˈgræni
grant,grænt
granted,ˈgrænɪd
grants,grænts
graph,græf
graphic,ˈgræfɪk
graphical,ˈgræfɪkəl
graphics,ˈgræfɪks
graphs,græfs
gras,grɑ
grass,græs
grateful,ˈgreɪtfəl
gratis,ˈgrætəs
gratuit,gratuit*
grave,greɪv
gravity,ˈgrævɪti
gray,greɪ
great,greɪt
greater,ˈgreɪtər
greatest,ˈgreɪtəst
greatly,ˈgreɪtli
greece,gris
greek,grik
green,grin
greene,grin
greenhouse,ˈgrinˌhaʊs
greensboro,ˈgrinzbərroʊ
greeting,ˈgritɪŋ
greetings,ˈgritɪŋz
greg,grɛg
gregory,ˈgrɛgəri
grenada,grɪˈnɑdə
grew,gru
grey,greɪ
grid,grɪd
griffin,ˈgrɪfɪn
grill,grɪl
grip,grɪp
grocery,ˈgroʊsəri
groove,gruv
gross,groʊs
ground,graʊnd
grounds,graʊnz
groundwater,ˈgraʊndˌwɔtər
group,grup
groups,grups
grove,groʊv
grow,groʊ
growing,groʊɪŋ
grown,groʊn
grows,groʊz
growth,groʊθ
gs,gs*
gsm,gsm*
gst,gst*
gt,gt*
gtk,gtk*
guam,gwɑm
guarantee,ˌgɛrənˈti
guaranteed,ˌgɛrənˈtid
guarantees,ˌgɛrənˈtiz
guard,gɑrd
guardian,ˈgɑrdiən
guards,gɑrdz
guatemala,gˌwɑtəˈmɑlə
guess,gɛs
guest,gɛst
guestbook,guestbook*
guests,gɛsts
gui,gui*
guidance,ˈgaɪdəns
guide,gaɪd
guided,ˈgaɪdɪd
guidelines,ˈgaɪˌdlaɪnz
guides,gaɪdz
guild,gɪld
guilty,ˈgɪlti
guinea,ˈgɪni
guitar,gɪˈtɑr
guitars,gɪˈtɑrz
gulf,gəlf
gun,gən
guns,gənz
guru,ˈguˌru
guy,gaɪ
guyana,ˌgaɪˈɑnə
guys,gaɪz
gym,ʤɪm
gzip,gzip*
h,eɪʧ
ha,hɑ
habitat,ˈhæbəˌtæt
habits,ˈhæbəts
hack,hæk
hacker,ˈhækər
had,hæd
hair,hɛr
hairy,ˈhɛri
haiti,ˈheɪti
half,hæf
halfcom,halfcom*
halifax,ˈhælɪˌfæks
hall,hɔl
halloween,ˌhæləˈwin
halo,ˈheɪloʊ
ham,hæm
hamburg,ˈhæmbərg
hamilton,ˈhæməltən
hammer,ˈhæmər
hampshire,ˈhæmʃər
hampton,ˈhæmptən
hand,hænd
handbags,ˈhændˌbægz
handbook,ˈhændˌbʊk
handed,ˈhændɪd
handheld,ˈhænˈdhɛld
handhelds,handhelds*
handjob,handjob*
handjobs,handjobs*
handle,ˈhændəl
handled,ˈhændəld
handles,ˈhændəlz
handling,ˈhændəlɪŋ
handmade,ˈhænˈmeɪd
hands,hænz
handy,ˈhændi
hang,hæŋ
hanging,ˈhæŋɪŋ
hans,hɑns
hansen,ˈhænsən
happen,ˈhæpən
happened,ˈhæpənd
happening,ˈhæpənɪŋ
happens,ˈhæpənz
happiness,ˈhæpinəs
happy,ˈhæpi
harassment,hərˈæsmənt
harbor,ˈhɑrbər
harbour,ˈhɑrbər
hard,hɑrd
hardcore,ˈhɑrdˈkɔr
hardcover,ˈhɑrdˌkəvər
harder,ˈhɑrdər
hardly,ˈhɑrdli
hardware,ˈhɑrdˌwɛr
hardwood,ˈhɑrdˌwʊd
harley,ˈhɑrli
harm,hɑrm
harmful,ˈhɑrmfəl
harmony,ˈhɑrməni
harold,ˈhɛrəld
harper,ˈhɑrpər
harris,ˈhɛrɪs
harrison,ˈhɛrɪsən
harry,ˈhɛri
hart,hɑrt
hartford,ˈhɑrtfərd
harvard,ˈhɑrvərd
harvest,ˈhɑrvəst
harvey,ˈhɑrvi
has,həz
hash,hæʃ
hat,hæt
hate,heɪt
hats,hæts
have,hæv
haven,ˈheɪvən
having,ˈhævɪŋ
hawaii,həˈwaɪˌi
hawaiian,həˈwaɪən
hawk,hɔk
hay,heɪ
hayes,heɪz
hazard,ˈhæzərd
hazardous,ˈhæzərdəs
hazards,ˈhæzərdz
hb,hb*
hc,hc*
hd,hd*
hdtv,hdtv*
he,hi
head,hɛd
headed,ˈhɛdɪd
header,ˈhɛdər
headers,ˈhɛdərz
heading,ˈhɛdɪŋ
headline,ˈhɛˌdlaɪn
headlines,ˈhɛˌdlaɪnz
headphones,ˈhɛdˌfoʊnz
headquarters,ˈhɛdˌkɔrtərz
heads,hɛdz
headset,ˈhɛdˌsɛt
healing,ˈhilɪŋ
health,hɛlθ
healthcare,ˈhɛlθˌkɛr
healthy,ˈhɛlθi
hear,hir
heard,hərd
hearing,ˈhirɪŋ
hearings,ˈhirɪŋz
heart,hɑrt
hearts,hɑrts
heat,hit
heated,ˈhitɪd
heater,ˈhitər
heath,hiθ
heather,ˈhɛðər
heating,ˈhitɪŋ
heaven,ˈhɛvən
heavily,ˈhɛvəli
heavy,ˈhɛvi
hebrew,ˈhibru
heel,hil
height,haɪt
heights,haɪts
held,hɛld
helen,ˈhɛlən
helena,ˈhɛlənə
helicopter,ˈhɛlɪˌkɑptər
hell,hɛl
hello,hɛˈloʊ
helmet,ˈhɛlmət
help,hɛlp
helped,hɛlpt
helpful,ˈhɛlpfəl
helping,ˈhɛlpɪŋ
helps,hɛlps
hence,hɛns
henderson,ˈhɛndərsən
henry,ˈhɛnri
hentai,hentai*
hepatitis,ˌhɛpəˈtaɪtəs
her,hər
herald,ˈhɛrəld
herb,ərb
herbal,ˈərbəl
herbs,ərbz
here,hir
hereby,hɪrˈbaɪ
herein,hɪˈrɪn
heritage,ˈhɛrɪtɪʤ
hero,ˈhɪroʊ
heroes,ˈhɪroʊz
herself,hərˈsɛlf
hewlett,ˈhjulɪt
hey,heɪ
hh,hh*
hi,haɪ
hidden,ˈhɪdən
hide,haɪd
hierarchy,ˈhaɪˌrɑrki
high,haɪ
higher,haɪər
highest,haɪəst
highland,ˈhaɪlənd
highlight,ˈhaɪˌlaɪt
highlighted,ˈhaɪˌlaɪtɪd
highlights,ˈhaɪˌlaɪts
highly,ˈhaɪli
highs,haɪz
highway,ˈhaɪˌweɪ
highways,ˈhaɪˌweɪz
hiking,ˈhaɪkɪŋ
hill,hɪl
hills,hɪlz
hilton,ˈhɪltən
him,ɪm
himself,hɪmˈsɛlf
hindu,ˈhɪnˌdu
hint,hɪnt
hints,hɪnts
hip,hɪp
hire,haɪər
hired,haɪərd
hiring,ˈhaɪrɪŋ
his,hɪz
hispanic,hɪˈspænɪk
hist,hist*
historic,hɪˈstɔrɪk
historical,hɪˈstɔrɪkəl
history,ˈhɪstəri
hit,hɪt
hitachi,hɪˈtɑʧi
hits,hɪts
hitting,ˈhɪtɪŋ
hiv,hiv*
hk,hk*
hl,hl*
ho,hoʊ
hobbies,ˈhɑbiz
hobby,ˈhɑbi
hockey,ˈhɑki
hold,hoʊld
holdem,holdem*
holder,ˈhoʊldər
holders,ˈhoʊldərz
holding,ˈhoʊldɪŋ
holdings,ˈhoʊldɪŋz
holds,hoʊldz
hole,hoʊl
holes,hoʊlz
holiday,ˈhɑlɪˌdeɪ
holidays,ˈhɑləˌdeɪz
holland,ˈhɑlənd
hollow,ˈhɑloʊ
holly,ˈhɑli
hollywood,ˈhɑliˌwʊd
holmes,hoʊmz
holocaust,ˈhɔləˌkɔst
holy,ˈhoʊli
home,hoʊm
homeland,ˈhoʊmˌlænd
homeless,ˈhoʊmləs
homepage,homepage*
homes,hoʊmz
hometown,ˈhoʊmˌtaʊn
homework,ˈhoʊmˌwərk
hon,hɑn
honda,ˈhɔndə
honduras,hɑnˈdʊrəs
honest,ˈɑnəst
honey,ˈhəni
hong,hɔŋ
honolulu,ˌhɑnəˈlulu
honor,ˈɑnər
honors,ˈɑnərz
hood,hʊd
hook,hʊk
hop,hɑp
hope,hoʊp
hoped,hoʊpt
hopefully,ˈhoʊpfəli
hopes,hoʊps
hoping,ˈhoʊpɪŋ
hopkins,ˈhɑpkɪnz
horizon,hərˈaɪzən
horizontal,ˌhɔrəˈzɑntəl
hormone,ˈhɔrˌmoʊn
horn,hɔrn
horny,ˈhɔrni
horrible,ˈhɔrəbəl
horror,ˈhɔrər
horse,hɔrs
horses,ˈhɔrsɪz
hose,hoʊz
hospital,ˈhɑˌspɪtəl
hospitality,ˌhɑspəˈtæləti
hospitals,ˈhɑˌspɪtəlz
host,hoʊst
hosted,ˈhoʊstɪd
hostel,ˈhɑstəl
hostels,ˈhɑstəlz
hosting,ˈhoʊstɪŋ
hosts,hoʊsts
hot,hɑt
hotel,hoʊˈtɛl
hotels,hoʊˈtɛlz
hotelscom,hotelscom*
hotmail,hotmail*
hottest,ˈhɑtəst
hour,aʊər
hourly,ˈaʊrli
hours,aʊərz
house,haʊs
household,ˈhaʊsˌhoʊld
households,ˈhaʊsˌhoʊldz
houses,ˈhaʊsɪz
housewares,ˈhaʊsˌwɛrz
housewives,ˈhaʊsˌwaɪvz
housing,ˈhaʊzɪŋ
houston,ˈhjustən
how,haʊ
howard,haʊərd
however,ˌhaʊˈɛvər
howto,howto*
hp,hp*
hq,hq*
hr,hr*
href,href*
hrs,hrs*
hs,hs*
ht,ht*
html,html*
http,http*
hu,hu
hub,həb
hudson,ˈhədsən
huge,juʤ
hugh,ju
hughes,juz
hugo,ˈjugoʊ
hull,həl
human,ˈjumən
humanitarian,ˌjuˌmænəˈtɛriən
humanities,juˈmænɪtiz
humanity,juˈmænɪti
humans,ˈjumənz
humidity,hjuˈmɪdəti
humor,ˈhjumər
hundred,ˈhənərd
hundreds,ˈhənərdz
hung,həŋ
hungarian,həŋˈgɛriən
hungary,ˈhəŋgəri
hunger,ˈhəŋgər
hungry,ˈhəŋgri
hunt,hənt
hunter,ˈhəntər
hunting,ˈhəntɪŋ
huntington,ˈhəntɪŋtən
hurricane,ˈhərəˌkeɪnz
hurt,hərt
husband,ˈhəzbənd
hwy,hwy*
hybrid,ˈhaɪbrɪd
hydraulic,haɪˈdrɔlɪk
hydrocodone,hydrocodone*
hydrogen,ˈhaɪdrəʤən
hygiene,ˈhaɪˌʤin
hypothesis,haɪˈpɑθəsəs
hypothetical,ˌhaɪpəˈθɛtɪkəl
hyundai,ˈhənˌdeɪ
hz,hz*
i,aɪ
ia,ˈiə
ian,ˈiən
ibm,ibm*
ic,ic*
ice,aɪs
iceland,ˈaɪslənd
icon,ˈaɪkɑn
icons,ˈaɪˌkɑnz
icq,icq*
ict,ict*
id,ˈaɪˈdi
idaho,ˈaɪdəˌhoʊ
ide,aɪd
idea,aɪˈdiə
ideal,aɪˈdil
ideas,aɪˈdiəz
identical,aɪˈdɛntɪkəl
identification,aɪˌdɛntəfəˈkeɪʃən
identified,aɪˈdɛntəˌfaɪd
identifier,aɪˈdɛntəˌfaɪər
identifies,aɪˈdɛntəˌfaɪz
identify,aɪˈdɛntəˌfaɪ
identifying,aɪˈdɛntəˌfaɪɪŋ
identity,aɪˈdɛntəˌti
idle,ˈaɪdəl
idol,ˈaɪdəl
ids,ˈaɪˈdiz
ie,ie*
ieee,ieee*
if,ɪf
ignore,ˌɪgˈnɔr
ignored,ˌɪgˈnɔrd
ii,ii*
iii,iii*
il,ɪl
ill,ɪl
illegal,ˌɪˈligəl
illinois,ˌɪləˈnɔɪz
illness,ˈɪlnəs
illustrated,ˈɪləˌstreɪtɪd
illustration,ˌɪləˈstreɪʃən
illustrations,ˌɪləˈstreɪʃənz
im,ɪm
ima,ima*
image,ˈɪmɪʤ
images,ˈɪmɪʤɪz
imagination,ˌɪˌmæʤəˈneɪʃən
imagine,ˌɪˈmæʤən
imaging,ˈɪmɪʤɪŋ
img,img*
immediate,ˌɪˈmiˌdiət
immediately,ˌɪˈmiˌdiətli
immigrants,ˈɪməgrənts
immigration,ˌɪməˈgreɪʃən
immune,ˌɪmˈjun
immunology,ˌɪmjuˈnɑləʤi
impact,ˌɪmˈpækt
impacts,ˌɪmˈpækts
impaired,ˌɪmˈpɛrd
imperial,ˌɪmˈpɪriəl
implement,ˈɪmpləmənt
implementation,ˌɪmpləmɛnˈteɪʃən
implemented,ˈɪmpləˌmɛnəd
implementing,ˈɪmpləˌmɛnɪŋ
implications,ˌɪmpləˈkeɪʃənz
implied,ˌɪmˈplaɪd
implies,ˌɪmˈplaɪz
import,ˌɪmˈpɔrt
importance,ˌɪmˈpɔrtəns
important,ˌɪmˈpɔrtənt
importantly,ˌɪmˈpɔrtəntli
imported,ˌɪmˈpɔrtɪd
